date,canton_codes,avg_distance_km
2020-02-01,AG,44.05
2020-02-02,AG,27.8
2020-02-03,AG,42.56
2020-02-04,AG,44.89
2020-02-05,AG,47.05
2020-02-06,AG,49.67
2020-02-07,AG,52.28
2020-02-08,AG,44.58
2020-02-09,AG,33.25
2020-02-10,AG,38.66
2020-02-11,AG,43.15
2020-02-12,AG,46.68
2020-02-13,AG,47.24
2020-02-14,AG,50.52
2020-02-15,AG,43.9
2020-02-16,AG,32.22
2020-02-17,AG,42.73
2020-02-18,AG,46.56
2020-02-19,AG,45.92
2020-02-20,AG,48.13
2020-02-21,AG,50.13
2020-02-22,AG,43.64
2020-02-23,AG,29.54
2020-02-24,AG,44.71
2020-02-25,AG,44.69
2020-02-26,AG,44.74
2020-02-27,AG,45.36
2020-02-28,AG,48.96
2020-02-29,AG,37.94
2020-03-01,AG,29.54
2020-03-02,AG,41.02
2020-03-03,AG,43.59
2020-03-04,AG,45.75
2020-03-05,AG,44.12
2020-03-06,AG,46.86
2020-03-07,AG,37.78
2020-03-08,AG,31.35
2020-03-09,AG,41.5
2020-03-10,AG,42.57
2020-03-11,AG,44.72
2020-03-12,AG,43.82
2020-03-13,AG,44.59
2020-03-14,AG,30.28
2020-03-15,AG,26.31
2020-03-16,AG,36.02
2020-03-17,AG,29.96
2020-03-18,AG,29.51
2020-03-19,AG,28.51
2020-03-20,AG,27.45
2020-03-21,AG,14.7
2020-03-22,AG,10.57
2020-03-23,AG,24.05
2020-03-24,AG,24.15
2020-03-25,AG,24.42
2020-03-26,AG,24.39
2020-03-27,AG,26.05
2020-03-28,AG,19.92
2020-03-29,AG,10.43
2020-03-30,AG,22.89
2020-03-31,AG,25.14
2020-04-01,AG,26.01
2020-04-02,AG,26.24
2020-04-03,AG,27.13
2020-04-04,AG,19.11
2020-04-05,AG,16.78
2020-04-06,AG,25.91
2020-04-07,AG,22.2
2020-04-08,AG,28.3
2020-04-09,AG,30.21
2020-04-10,AG,18.85
2020-04-11,AG,22.03
2020-04-12,AG,18.12
2020-04-13,AG,17.36
2020-04-14,AG,27.01
2020-04-15,AG,28.94
2020-04-16,AG,27.92
2020-04-17,AG,30.36
2020-04-18,AG,22.91
2020-04-19,AG,19.33
2020-04-20,AG,27.24
2020-04-21,AG,27.82
2020-04-22,AG,25.92
2020-04-23,AG,32.28
2020-04-24,AG,33.23
2020-04-25,AG,25.29
2020-04-26,AG,19.71
2020-04-27,AG,31.72
2020-04-28,AG,29.75
2020-04-29,AG,32.78
2020-04-30,AG,32.18
2020-05-01,AG,27.34
2020-05-02,AG,22.35
2020-05-03,AG,22.14
2020-05-04,AG,32.74
2020-05-05,AG,31.92
2020-05-06,AG,35.07
2020-05-07,AG,38.01
2020-05-08,AG,38.55
2020-05-09,AG,29.42
2020-05-10,AG,25.39
2020-05-11,AG,31.95
2020-05-12,AG,34.93
2020-05-13,AG,28.44
2020-05-14,AG,29.16
2020-05-15,AG,38.91
2020-05-16,AG,32.38
2020-05-17,AG,31.27
2020-05-18,AG,39.64
2020-05-19,AG,41.85
2020-05-20,AG,47.65
2020-05-21,AG,41.23
2020-05-22,AG,43.2
2020-05-23,AG,29.27
2020-05-24,AG,30.17
2020-05-25,AG,40.13
2020-05-26,AG,42.47
2020-05-27,AG,43.05
2020-05-28,AG,40.91
2020-05-29,AG,46.5
2020-05-30,AG,39.29
2020-05-31,AG,38.65
2020-06-01,AG,36.35
2020-02-01,AI,37.19
2020-02-02,AI,26.41
2020-02-03,AI,33.99
2020-02-04,AI,34.12
2020-02-05,AI,34.69
2020-02-06,AI,40.64
2020-02-07,AI,41.92
2020-02-08,AI,40.54
2020-02-09,AI,38.51
2020-02-10,AI,32.02
2020-02-11,AI,32.54
2020-02-12,AI,36.41
2020-02-13,AI,38.02
2020-02-14,AI,38.15
2020-02-15,AI,37.89
2020-02-16,AI,34.81
2020-02-17,AI,34.75
2020-02-18,AI,37.94
2020-02-19,AI,35.57
2020-02-20,AI,36.48
2020-02-21,AI,41.51
2020-02-22,AI,33.21
2020-02-23,AI,34.56
2020-02-24,AI,38.61
2020-02-25,AI,39.82
2020-02-26,AI,36.68
2020-02-27,AI,37.36
2020-02-28,AI,41.65
2020-02-29,AI,34.8
2020-03-01,AI,32.93
2020-03-02,AI,35.12
2020-03-03,AI,35.45
2020-03-04,AI,37.78
2020-03-05,AI,36.96
2020-03-06,AI,37.47
2020-03-07,AI,34.1
2020-03-08,AI,35.92
2020-03-09,AI,33.64
2020-03-10,AI,34.42
2020-03-11,AI,36.23
2020-03-12,AI,37.49
2020-03-13,AI,35.73
2020-03-14,AI,28.12
2020-03-15,AI,29.01
2020-03-16,AI,31.22
2020-03-17,AI,25.7
2020-03-18,AI,26.58
2020-03-19,AI,26.4
2020-03-20,AI,25.22
2020-03-21,AI,13.83
2020-03-22,AI,11.25
2020-03-23,AI,21.13
2020-03-24,AI,21.82
2020-03-25,AI,21.97
2020-03-26,AI,20.82
2020-03-27,AI,23.35
2020-03-28,AI,20.34
2020-03-29,AI,11.71
2020-03-30,AI,18.49
2020-03-31,AI,20.67
2020-04-01,AI,23.16
2020-04-02,AI,24.19
2020-04-03,AI,23.21
2020-04-04,AI,19.51
2020-04-05,AI,19.18
2020-04-06,AI,24.35
2020-04-07,AI,22.57
2020-04-08,AI,27.65
2020-04-09,AI,27.9
2020-04-10,AI,20.35
2020-04-11,AI,22.71
2020-04-12,AI,20.64
2020-04-13,AI,22.87
2020-04-14,AI,23.62
2020-04-15,AI,25.53
2020-04-16,AI,27.63
2020-04-17,AI,28.75
2020-04-18,AI,23.89
2020-04-19,AI,23.67
2020-04-20,AI,25.2
2020-04-21,AI,26.25
2020-04-22,AI,25.87
2020-04-23,AI,31.72
2020-04-24,AI,31.87
2020-04-25,AI,23.72
2020-04-26,AI,23.26
2020-04-27,AI,29.43
2020-04-28,AI,27.65
2020-04-29,AI,29.07
2020-04-30,AI,28.73
2020-05-01,AI,26.83
2020-05-02,AI,22.38
2020-05-03,AI,29.02
2020-05-04,AI,30.17
2020-05-05,AI,28.41
2020-05-06,AI,34.16
2020-05-07,AI,39.13
2020-05-08,AI,40.45
2020-05-09,AI,33.31
2020-05-10,AI,31.6
2020-05-11,AI,30.31
2020-05-12,AI,32.35
2020-05-13,AI,29.63
2020-05-14,AI,31.29
2020-05-15,AI,38.06
2020-05-16,AI,33.52
2020-05-17,AI,43.3
2020-05-18,AI,44.96
2020-05-19,AI,42.14
2020-05-20,AI,50.63
2020-05-21,AI,56.42
2020-05-22,AI,58.21
2020-05-23,AI,44.59
2020-05-24,AI,48.23
2020-05-25,AI,46.51
2020-05-26,AI,50.46
2020-05-27,AI,50.31
2020-05-28,AI,47.47
2020-05-29,AI,52.68
2020-05-30,AI,51.95
2020-05-31,AI,57.67
2020-06-01,AI,64.16
2020-02-01,AR,41.15
2020-02-02,AR,26.7
2020-02-03,AR,37.42
2020-02-04,AR,38.14
2020-02-05,AR,40.29
2020-02-06,AR,44.22
2020-02-07,AR,47.91
2020-02-08,AR,44.63
2020-02-09,AR,38.68
2020-02-10,AR,34.86
2020-02-11,AR,38.73
2020-02-12,AR,41.5
2020-02-13,AR,42.27
2020-02-14,AR,46.4
2020-02-15,AR,44.29
2020-02-16,AR,36.1
2020-02-17,AR,39.13
2020-02-18,AR,42.33
2020-02-19,AR,42.53
2020-02-20,AR,44.44
2020-02-21,AR,46.04
2020-02-22,AR,46.6
2020-02-23,AR,30.35
2020-02-24,AR,41.12
2020-02-25,AR,42.23
2020-02-26,AR,39.52
2020-02-27,AR,41.21
2020-02-28,AR,46.43
2020-02-29,AR,38.78
2020-03-01,AR,33.83
2020-03-02,AR,38.5
2020-03-03,AR,40.35
2020-03-04,AR,43.23
2020-03-05,AR,40.18
2020-03-06,AR,45.18
2020-03-07,AR,38.06
2020-03-08,AR,37.92
2020-03-09,AR,38.78
2020-03-10,AR,38.52
2020-03-11,AR,41.12
2020-03-12,AR,41.88
2020-03-13,AR,42.49
2020-03-14,AR,32.12
2020-03-15,AR,31.85
2020-03-16,AR,35.52
2020-03-17,AR,30.5
2020-03-18,AR,31.33
2020-03-19,AR,29.98
2020-03-20,AR,28.55
2020-03-21,AR,16.21
2020-03-22,AR,13.45
2020-03-23,AR,25.02
2020-03-24,AR,25.07
2020-03-25,AR,25.34
2020-03-26,AR,25.12
2020-03-27,AR,27.96
2020-03-28,AR,23.34
2020-03-29,AR,12.94
2020-03-30,AR,22.15
2020-03-31,AR,25.68
2020-04-01,AR,26.67
2020-04-02,AR,27.3
2020-04-03,AR,28.24
2020-04-04,AR,22.55
2020-04-05,AR,20.44
2020-04-06,AR,27.43
2020-04-07,AR,25.37
2020-04-08,AR,30.71
2020-04-09,AR,31.04
2020-04-10,AR,22.43
2020-04-11,AR,24.74
2020-04-12,AR,22.22
2020-04-13,AR,21.12
2020-04-14,AR,27.46
2020-04-15,AR,30.03
2020-04-16,AR,29.09
2020-04-17,AR,33.22
2020-04-18,AR,27.34
2020-04-19,AR,24.16
2020-04-20,AR,27.74
2020-04-21,AR,30.11
2020-04-22,AR,29.22
2020-04-23,AR,33.87
2020-04-24,AR,34.78
2020-04-25,AR,28.28
2020-04-26,AR,22.83
2020-04-27,AR,33.04
2020-04-28,AR,29.68
2020-04-29,AR,33.57
2020-04-30,AR,32.8
2020-05-01,AR,31.81
2020-05-02,AR,26.18
2020-05-03,AR,30.46
2020-05-04,AR,34.54
2020-05-05,AR,32.21
2020-05-06,AR,38.94
2020-05-07,AR,42.56
2020-05-08,AR,42.66
2020-05-09,AR,34.86
2020-05-10,AR,31.14
2020-05-11,AR,32.9
2020-05-12,AR,36.24
2020-05-13,AR,32.16
2020-05-14,AR,33.52
2020-05-15,AR,42.24
2020-05-16,AR,36.47
2020-05-17,AR,39.05
2020-05-18,AR,43.4
2020-05-19,AR,40.12
2020-05-20,AR,45.35
2020-05-21,AR,47
2020-05-22,AR,48.81
2020-05-23,AR,36.41
2020-05-24,AR,37.23
2020-05-25,AR,44.21
2020-05-26,AR,46.96
2020-05-27,AR,52.44
2020-05-28,AR,47.42
2020-05-29,AR,55.66
2020-05-30,AR,49.52
2020-05-31,AR,50.75
2020-06-01,AR,50.54
2020-02-01,BE,44.25
2020-02-02,BE,31.37
2020-02-03,BE,39.83
2020-02-04,BE,40.21
2020-02-05,BE,43.42
2020-02-06,BE,46.54
2020-02-07,BE,51.44
2020-02-08,BE,48.69
2020-02-09,BE,41.7
2020-02-10,BE,35.81
2020-02-11,BE,40.2
2020-02-12,BE,44.14
2020-02-13,BE,44.76
2020-02-14,BE,49.86
2020-02-15,BE,49.39
2020-02-16,BE,39.63
2020-02-17,BE,40.91
2020-02-18,BE,45.53
2020-02-19,BE,43.14
2020-02-20,BE,48.52
2020-02-21,BE,50.81
2020-02-22,BE,49.41
2020-02-23,BE,37.72
2020-02-24,BE,44.72
2020-02-25,BE,43.09
2020-02-26,BE,41.9
2020-02-27,BE,42.64
2020-02-28,BE,48.59
2020-02-29,BE,39.47
2020-03-01,BE,36.01
2020-03-02,BE,39.17
2020-03-03,BE,41.62
2020-03-04,BE,44.44
2020-03-05,BE,41.77
2020-03-06,BE,45.5
2020-03-07,BE,39.99
2020-03-08,BE,40.04
2020-03-09,BE,39.45
2020-03-10,BE,39.74
2020-03-11,BE,43.09
2020-03-12,BE,42.03
2020-03-13,BE,42.53
2020-03-14,BE,31.84
2020-03-15,BE,31.82
2020-03-16,BE,34.09
2020-03-17,BE,28.8
2020-03-18,BE,28.62
2020-03-19,BE,27.71
2020-03-20,BE,26.04
2020-03-21,BE,17.17
2020-03-22,BE,11.69
2020-03-23,BE,22.44
2020-03-24,BE,23.18
2020-03-25,BE,22.9
2020-03-26,BE,23.09
2020-03-27,BE,25
2020-03-28,BE,21.38
2020-03-29,BE,12.36
2020-03-30,BE,20.69
2020-03-31,BE,23.15
2020-04-01,BE,24.85
2020-04-02,BE,25.2
2020-04-03,BE,26.15
2020-04-04,BE,21.06
2020-04-05,BE,20.01
2020-04-06,BE,25.33
2020-04-07,BE,21.11
2020-04-08,BE,28.09
2020-04-09,BE,29.12
2020-04-10,BE,22.04
2020-04-11,BE,24.61
2020-04-12,BE,21.32
2020-04-13,BE,21.29
2020-04-14,BE,26.19
2020-04-15,BE,28.68
2020-04-16,BE,26.97
2020-04-17,BE,30.72
2020-04-18,BE,25.21
2020-04-19,BE,22.32
2020-04-20,BE,26.39
2020-04-21,BE,27.38
2020-04-22,BE,24.91
2020-04-23,BE,32.44
2020-04-24,BE,33.3
2020-04-25,BE,26.68
2020-04-26,BE,20.77
2020-04-27,BE,30.66
2020-04-28,BE,27.4
2020-04-29,BE,32.72
2020-04-30,BE,30.46
2020-05-01,BE,30.19
2020-05-02,BE,24.22
2020-05-03,BE,25.98
2020-05-04,BE,34.12
2020-05-05,BE,31.07
2020-05-06,BE,34.6
2020-05-07,BE,39.15
2020-05-08,BE,39.98
2020-05-09,BE,34.2
2020-05-10,BE,30.91
2020-05-11,BE,30.98
2020-05-12,BE,33.98
2020-05-13,BE,28.03
2020-05-14,BE,30.05
2020-05-15,BE,39.09
2020-05-16,BE,34.81
2020-05-17,BE,38.35
2020-05-18,BE,40.48
2020-05-19,BE,42.31
2020-05-20,BE,45.49
2020-05-21,BE,46.06
2020-05-22,BE,46.77
2020-05-23,BE,32.79
2020-05-24,BE,39.92
2020-05-25,BE,40.82
2020-05-26,BE,42.67
2020-05-27,BE,44.84
2020-05-28,BE,43.25
2020-05-29,BE,48.65
2020-05-30,BE,44.16
2020-05-31,BE,47.78
2020-06-01,BE,48.7
2020-02-01,BL,32.56
2020-02-02,BL,22.24
2020-02-03,BL,33.3
2020-02-04,BL,34.7
2020-02-05,BL,36.08
2020-02-06,BL,38.08
2020-02-07,BL,41.32
2020-02-08,BL,35.87
2020-02-09,BL,27.29
2020-02-10,BL,30.22
2020-02-11,BL,33.94
2020-02-12,BL,37
2020-02-13,BL,38.06
2020-02-14,BL,41.14
2020-02-15,BL,36.67
2020-02-16,BL,27.76
2020-02-17,BL,33.88
2020-02-18,BL,37.12
2020-02-19,BL,36.92
2020-02-20,BL,39.35
2020-02-21,BL,42.14
2020-02-22,BL,43
2020-02-23,BL,27.26
2020-02-24,BL,37.27
2020-02-25,BL,36.49
2020-02-26,BL,36.29
2020-02-27,BL,37.93
2020-02-28,BL,40.51
2020-02-29,BL,36.26
2020-03-01,BL,26.53
2020-03-02,BL,31.48
2020-03-03,BL,34.48
2020-03-04,BL,37.85
2020-03-05,BL,34.82
2020-03-06,BL,36.62
2020-03-07,BL,31.12
2020-03-08,BL,25.84
2020-03-09,BL,32.25
2020-03-10,BL,32.6
2020-03-11,BL,35.16
2020-03-12,BL,33.76
2020-03-13,BL,35.07
2020-03-14,BL,24.93
2020-03-15,BL,23.21
2020-03-16,BL,26.72
2020-03-17,BL,22.61
2020-03-18,BL,22.98
2020-03-19,BL,22.33
2020-03-20,BL,21.59
2020-03-21,BL,11.59
2020-03-22,BL,9.84
2020-03-23,BL,18.42
2020-03-24,BL,18.87
2020-03-25,BL,19.07
2020-03-26,BL,19.07
2020-03-27,BL,20.45
2020-03-28,BL,16.6
2020-03-29,BL,8.79
2020-03-30,BL,17.42
2020-03-31,BL,19.53
2020-04-01,BL,20.41
2020-04-02,BL,20.59
2020-04-03,BL,21.29
2020-04-04,BL,16.06
2020-04-05,BL,15.07
2020-04-06,BL,20.01
2020-04-07,BL,16.87
2020-04-08,BL,23.04
2020-04-09,BL,23.82
2020-04-10,BL,16.48
2020-04-11,BL,18.5
2020-04-12,BL,15.65
2020-04-13,BL,15.42
2020-04-14,BL,20.98
2020-04-15,BL,22.78
2020-04-16,BL,21.68
2020-04-17,BL,24.27
2020-04-18,BL,19.21
2020-04-19,BL,17.08
2020-04-20,BL,21.34
2020-04-21,BL,22.12
2020-04-22,BL,20.17
2020-04-23,BL,25.77
2020-04-24,BL,26.81
2020-04-25,BL,20.88
2020-04-26,BL,17.18
2020-04-27,BL,24.77
2020-04-28,BL,23.15
2020-04-29,BL,25.55
2020-04-30,BL,26.05
2020-05-01,BL,18.57
2020-05-02,BL,18.41
2020-05-03,BL,20.34
2020-05-04,BL,25.22
2020-05-05,BL,24.12
2020-05-06,BL,27.94
2020-05-07,BL,29.37
2020-05-08,BL,30.07
2020-05-09,BL,23.78
2020-05-10,BL,20.93
2020-05-11,BL,24.05
2020-05-12,BL,27.19
2020-05-13,BL,22.13
2020-05-14,BL,24.17
2020-05-15,BL,31.97
2020-05-16,BL,27.38
2020-05-17,BL,27.49
2020-05-18,BL,28.35
2020-05-19,BL,29.83
2020-05-20,BL,39
2020-05-21,BL,36.99
2020-05-22,BL,34.77
2020-05-23,BL,22.5
2020-05-24,BL,25.74
2020-05-25,BL,30.78
2020-05-26,BL,32.44
2020-05-27,BL,33.73
2020-05-28,BL,32.74
2020-05-29,BL,38.51
2020-05-30,BL,34.06
2020-05-31,BL,34.28
2020-06-01,BL,31.28
2020-02-01,BS,28.9
2020-02-02,BS,23.45
2020-02-03,BS,26.96
2020-02-04,BS,26.92
2020-02-05,BS,27.19
2020-02-06,BS,30.04
2020-02-07,BS,33.74
2020-02-08,BS,31.5
2020-02-09,BS,28.34
2020-02-10,BS,23.67
2020-02-11,BS,27.77
2020-02-12,BS,28.8
2020-02-13,BS,30.1
2020-02-14,BS,33.54
2020-02-15,BS,31.95
2020-02-16,BS,28.1
2020-02-17,BS,27.28
2020-02-18,BS,28.46
2020-02-19,BS,28.67
2020-02-20,BS,30.86
2020-02-21,BS,34.76
2020-02-22,BS,37.68
2020-02-23,BS,28.28
2020-02-24,BS,29.5
2020-02-25,BS,28.57
2020-02-26,BS,29.37
2020-02-27,BS,30.86
2020-02-28,BS,33.34
2020-02-29,BS,30.07
2020-03-01,BS,27.8
2020-03-02,BS,26.82
2020-03-03,BS,27.46
2020-03-04,BS,28.8
2020-03-05,BS,27.24
2020-03-06,BS,29.61
2020-03-07,BS,26.07
2020-03-08,BS,25.5
2020-03-09,BS,24.77
2020-03-10,BS,25.05
2020-03-11,BS,25.99
2020-03-12,BS,25.75
2020-03-13,BS,27.22
2020-03-14,BS,20.65
2020-03-15,BS,21.24
2020-03-16,BS,19.14
2020-03-17,BS,16.16
2020-03-18,BS,16.12
2020-03-19,BS,15.71
2020-03-20,BS,15.65
2020-03-21,BS,9.75
2020-03-22,BS,9.21
2020-03-23,BS,12.59
2020-03-24,BS,12.7
2020-03-25,BS,12.84
2020-03-26,BS,12.63
2020-03-27,BS,14.54
2020-03-28,BS,14.56
2020-03-29,BS,7.71
2020-03-30,BS,11.78
2020-03-31,BS,13.17
2020-04-01,BS,13.99
2020-04-02,BS,14.09
2020-04-03,BS,14.98
2020-04-04,BS,14.27
2020-04-05,BS,13.55
2020-04-06,BS,13.68
2020-04-07,BS,11.57
2020-04-08,BS,16.7
2020-04-09,BS,17.62
2020-04-10,BS,14.58
2020-04-11,BS,15.39
2020-04-12,BS,13.68
2020-04-13,BS,13.08
2020-04-14,BS,14.23
2020-04-15,BS,15.41
2020-04-16,BS,14.65
2020-04-17,BS,17.64
2020-04-18,BS,16.09
2020-04-19,BS,15.29
2020-04-20,BS,14.78
2020-04-21,BS,14.71
2020-04-22,BS,14
2020-04-23,BS,17.51
2020-04-24,BS,18.81
2020-04-25,BS,17.98
2020-04-26,BS,15.11
2020-04-27,BS,16.77
2020-04-28,BS,15.37
2020-04-29,BS,17.26
2020-04-30,BS,17.95
2020-05-01,BS,15.1
2020-05-02,BS,14.26
2020-05-03,BS,18.59
2020-05-04,BS,17.45
2020-05-05,BS,16.08
2020-05-06,BS,19.02
2020-05-07,BS,20.22
2020-05-08,BS,21.61
2020-05-09,BS,20.92
2020-05-10,BS,18.95
2020-05-11,BS,15.99
2020-05-12,BS,18.73
2020-05-13,BS,14.92
2020-05-14,BS,19.54
2020-05-15,BS,23.03
2020-05-16,BS,22.39
2020-05-17,BS,24.82
2020-05-18,BS,20.56
2020-05-19,BS,21.68
2020-05-20,BS,28.55
2020-05-21,BS,34.16
2020-05-22,BS,28.3
2020-05-23,BS,18.05
2020-05-24,BS,23.98
2020-05-25,BS,21.24
2020-05-26,BS,22.04
2020-05-27,BS,22.65
2020-05-28,BS,22.73
2020-05-29,BS,29.05
2020-05-30,BS,29.97
2020-05-31,BS,32.23
2020-06-01,BS,27.51
2020-02-01,CH,43.09
2020-02-02,CH,31.23
2020-02-03,CH,39.44
2020-02-04,CH,40.01
2020-02-05,CH,42.19
2020-02-06,CH,45.01
2020-02-07,CH,49.82
2020-02-08,CH,47.41
2020-02-09,CH,40.55
2020-02-10,CH,36.31
2020-02-11,CH,39.95
2020-02-12,CH,43.63
2020-02-13,CH,44.4
2020-02-14,CH,48.86
2020-02-15,CH,48.07
2020-02-16,CH,38.44
2020-02-17,CH,40.71
2020-02-18,CH,44.17
2020-02-19,CH,42.59
2020-02-20,CH,46.32
2020-02-21,CH,48.91
2020-02-22,CH,47.34
2020-02-23,CH,36.16
2020-02-24,CH,43.49
2020-02-25,CH,42.49
2020-02-26,CH,41.11
2020-02-27,CH,42.33
2020-02-28,CH,48.01
2020-02-29,CH,40.06
2020-03-01,CH,35.18
2020-03-02,CH,38.97
2020-03-03,CH,40.98
2020-03-04,CH,43.31
2020-03-05,CH,40.86
2020-03-06,CH,44.99
2020-03-07,CH,39.33
2020-03-08,CH,38.38
2020-03-09,CH,38.96
2020-03-10,CH,38.87
2020-03-11,CH,41.66
2020-03-12,CH,40.82
2020-03-13,CH,41.73
2020-03-14,CH,30.67
2020-03-15,CH,29.25
2020-03-16,CH,33.08
2020-03-17,CH,27.57
2020-03-18,CH,27.31
2020-03-19,CH,26.07
2020-03-20,CH,25.12
2020-03-21,CH,15.89
2020-03-22,CH,11.69
2020-03-23,CH,21.41
2020-03-24,CH,21.75
2020-03-25,CH,21.74
2020-03-26,CH,21.76
2020-03-27,CH,23.67
2020-03-28,CH,20.29
2020-03-29,CH,11.68
2020-03-30,CH,19.85
2020-03-31,CH,22.24
2020-04-01,CH,23.64
2020-04-02,CH,23.9
2020-04-03,CH,24.95
2020-04-04,CH,20.13
2020-04-05,CH,18.54
2020-04-06,CH,23.89
2020-04-07,CH,20.4
2020-04-08,CH,26.71
2020-04-09,CH,28.03
2020-04-10,CH,20.81
2020-04-11,CH,23.04
2020-04-12,CH,19.3
2020-04-13,CH,19.36
2020-04-14,CH,24.83
2020-04-15,CH,27.19
2020-04-16,CH,25.84
2020-04-17,CH,29.31
2020-04-18,CH,24.12
2020-04-19,CH,20.93
2020-04-20,CH,25.57
2020-04-21,CH,26.34
2020-04-22,CH,24.68
2020-04-23,CH,30.95
2020-04-24,CH,31.82
2020-04-25,CH,25.64
2020-04-26,CH,20.46
2020-04-27,CH,29.74
2020-04-28,CH,27.18
2020-04-29,CH,31.73
